Region,Year,REG_ID,    Labour Force with Elementary Education (ISCED 0-2),    Labour Force with Secondary education (ISCED 3-4),    Labour Force with Tertiary education (ISCED 5-8),    Labour Force with Unknown Educational Level,    R&D Employment in Full-Time Equivalent by the Business Sector,    R&D Employment in Full-Time Equivalent by the Government Sector,    R&D Employment in Full-Time Equivalent by the Higher Education Sector,    R&D Employment in Full-Time Equivalent by the Private and Non-Profit Sector,"    R&D Expenditures Performed by the Business Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Business Sector (millions of current national currency),"    R&D Expenditures Performed by the Government Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Government Sector (millions of current national currency),"    R&D Expenditures Performed by the Higher Education Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Higher Education Sector (millions of current national currency),"    R&D Expenditures Performed by the Private and Non-Profit Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Private and Non-Profit Sector (millions of current national currency),    R&D Female Employed by the Business Sector Rate (in % of Female employment),    R&D Female Employed by the Government Sector Rate (in % of Female employment),    R&D Female Employed by the Higher Education Sector Rate (in % of Female employment),    R&D Female Employed by the Private and Non-Profit Sector Rate (in % of Female employment),    R&D Female Personnel Employed by the Business Sector,    R&D Female Personnel Employed by the Government Sector,    R&D Female Personnel Employed by the Higher Education Sector,    R&D Female Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Business Sector,    R&D Personnel Employed by the Business Sector Rate (in % of total employment),    R&D Personnel Employed by the Government Sector,    R&D Personnel Employed by the Government Sector Rate (in % of total employment),    R&D Personnel Employed by the Higher Education Sector,    R&D Personnel Employed by the Higher Education Sector Rate (in % of total employment),    R&D Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Private and Non-Profit Sector Rate (in % of total employment),    Share of R&D Expenditures Performed by the Business Sector (in % of GDP),    Share of R&D Expenditures Performed by the Government Sector (in % of GDP),    Share of R&D Expenditures Performed by the Higher Education Sector (in % of GDP),    Share of R&D Expenditures Performed by the Private and Non-Profit Sector (in % of GDP),"    Share of R&D Female Employed by the Government Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Higher Education Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Private and Non-Profit Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Personnel Employed by the Business Sector (in % of total R&D personnel, same sector)",    Student Enrolment at Elementary Level (ISCED 0-2),    Student Enrolment at Elementary Level Rate (in % of population),    Student Enrolment at Secondary Level (ISCED 3-4),    Student Enrolment at Secondary Level Rate (in % of population),    Student Enrolment at Tertiary Level (ISCED 5-6),    Student Enrolment at Tertiary Level Rate (in % of population),Employment in high-technology manufacturing,Employment in knowledge-intensive services,"Employment rate for 25 to 64 year-olds, below upper secondary education","Employment rate for 25 to 64 year-olds, with tertiary education","Employment rate for 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Labour Force Total,"PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","PCT co-patent applications, all count (total count; by inventor and priority year)",PCT patent applications in ICT - count,PCT patent applications in biotech - count,PCT patent applications in medical - count,PCT patent applications in nanotech - count,PCT patent applications in pharmaceuticals - count,PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level,R&D Female Personnel Rate (in % of Female employment),R&D Total Employment in Full-Time Equivalent,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",R&D Total Expenditure (millions of current national currency),R&D Total Female Personnel,R&D Total Personnel,R&D Total Personnel Rate (in % of total employment),Share of Labour Force with Elementary Education (in % of labour force),Share of Labour Force with Secondary Education (in % of labour force),Share of Labour Force with Tertiary Education (in % of labour force),Share of R&D Female in R&D Total Personnel,Share of R&D Total Expenditure (in % of GDP),Share of employment in high-technology manufacturing (in % of total employment),Share of employment in knowledge-intensive services (as a share of total employment),Share of population 25 to 64 year-olds with tertiary education ,"Share of population 25 to 64 year-olds, below upper secondary education","Share of population 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Student Enrolment Total,"Total employment, all activities"
Belgium,2003,BEL,1279000.0,1672400.0,1440400.0,,,,,,5255.96,3607.89,516.36,354.449,1565.09,1150.01,94.83,65.092,0.51,0.08,0.75,0.02,8910.0,1332.0,13148.0,329.0,37812.0,0.93,3916.0,0.1,31284.0,0.77,617.0,0.02,1.28,0.13,0.41,0.02,34.01,42.03,53.32,23.56,1584150.0,15.3,814546.0,7.9,374688.0,3.6,,,,,,4391800.0,831.124,,139.324,110.3,51.5499,11.9976,125.495,80.3,1.36,,7542.48,5177.44,23719.0,73629.0,1.82,29.1,38.1,32.8,32.21,1.84,,,29.0,38.0,33.0,2774970.0,
Belgium,2004,BEL,1236800.0,1684600.0,1552000.0,,,,,,5334.34,3731.81,598.34,418.592,1568.99,1175.71,110.79,77.505,0.49,0.08,0.8,0.02,8804.0,1375.0,14433.0,312.0,37249.0,0.9,3896.0,0.09,34596.0,0.83,599.0,0.01,1.26,0.14,0.39,0.03,35.29,41.72,52.09,23.64,1567860.0,15.0,778455.0,7.5,386110.0,3.7,,,,,,4473400.0,968.993,,207.399,117.412,56.1996,10.0677,130.292,93.2,1.39,,7724.05,5403.62,24924.0,76340.0,1.84,27.6,37.7,34.7,32.65,1.82,,,30.4,35.7,33.9,2732430.0,
Belgium,2005,BEL,1191600.0,1802400.0,1631300.0,,31613.0,3589.0,17767.0,548.0,5286.83,3775.62,650.07,464.249,1618.67,1238.84,101.99,72.839,0.5,0.08,0.82,0.02,9298.0,1436.0,15077.0,297.0,38391.0,0.91,4028.0,0.1,35515.0,0.84,575.0,0.01,1.22,0.15,0.4,0.02,35.65,42.45,51.65,24.22,1581160.0,15.1,821545.0,7.8,389547.0,3.7,,,,,,4625800.0,1015.2,,232.855,115.459,65.061,7.4114,116.534,97.2,1.41,53517.0,7773.58,5551.55,26108.0,78509.0,1.85,25.8,39.0,35.3,33.25,1.79,,,31.0,33.9,35.0,2792250.0,
Belgium,2006,BEL,1167400.0,1802000.0,1677700.0,,32750.0,3698.0,18711.0,554.0,5621.59,4105.61,651.7,475.956,1613.05,1263.06,112.12,81.886,0.49,0.07,0.86,0.02,9182.0,1230.0,16104.0,308.0,39110.0,0.92,3863.0,0.09,36974.0,0.87,591.0,0.01,1.26,0.15,0.39,0.03,31.84,43.55,52.12,23.48,1578570.0,15.0,848186.0,8.0,394427.0,3.7,,,,,,4647200.0,1090.28,,207.272,124.241,67.1933,9.136,118.193,103.7,1.43,55714.0,8114.85,5926.51,26824.0,80538.0,1.89,25.1,38.8,36.1,33.31,1.82,,,31.8,33.1,35.2,2821180.0,
Belgium,2007,BEL,1147300.0,1860700.0,1725200.0,,34011.0,3844.0,19544.0,564.0,5937.89,4420.39,689.49,513.282,1681.99,1343.48,107.18,79.786,0.49,0.07,0.86,0.02,9562.0,1265.0,16746.0,312.0,40706.0,0.93,3971.0,0.09,38258.0,0.87,605.0,0.01,1.29,0.15,0.39,0.02,31.86,43.77,51.57,23.49,1570640.0,14.8,865356.0,8.1,393687.0,3.7,,,,,,4733300.0,1152.92,,232.824,152.604,53.9636,13.2362,132.207,108.9,1.44,57963.0,8539.24,6356.93,27885.0,83540.0,1.91,24.2,39.3,36.4,33.38,1.85,,,32.1,32.0,35.9,2829680.0,
Belgium,2008,BEL,1090400.0,1943200.0,1745700.0,,32905.0,4326.0,20670.0,575.0,6129.34,4650.01,802.2,608.585,1826.98,1487.24,88.14,66.864,0.55,0.09,0.89,0.02,10901.0,1882.0,17648.0,308.0,41207.0,0.93,5157.0,0.12,39766.0,0.89,616.0,0.01,1.32,0.17,0.42,0.02,36.49,44.38,50.0,26.45,1483640.0,13.9,959300.0,9.0,401652.0,3.8,62400.0,2010300.0,,,,4779300.0,1085.95,,227.908,126.307,47.3623,11.7242,102.801,101.8,1.55,58476.0,8980.06,6812.7,30739.0,86746.0,1.95,22.8,40.7,36.5,35.44,1.94,1.41,45.3,32.3,30.4,37.3,2844590.0,4437400.0
Belgium,2009,BEL,1044900.0,1943300.0,1812100.0,,32969.0,4591.0,21617.0,578.0,5998.18,4574.77,836.34,637.873,2002.49,1642.8,90.67,69.154,0.55,0.1,0.92,0.02,10999.0,1981.0,18408.0,310.0,41694.0,0.94,5422.0,0.12,41035.0,0.93,619.0,0.01,1.32,0.18,0.47,0.02,36.54,44.86,50.08,26.38,1489990.0,13.8,945664.0,8.8,425219.0,3.9,51200.0,2034000.0,,,,4800300.0,1141.25,,258.561,135.488,69.6691,6.9802,123.19,106.1,1.59,59756.0,9079.14,6924.59,31698.0,88770.0,2.01,21.8,40.5,37.7,35.71,2.0,1.16,46.07,33.4,29.4,37.2,2860870.0,4415200.0
Belgium,2010,BEL,1097200.0,1893500.0,1903700.0,,32692.0,4404.0,22371.0,609.0,6469.63,5027.7,811.84,630.9,2106.3,1760.5,88.15,68.5,0.56,0.09,0.92,0.02,11335.0,1913.0,18771.0,325.0,41441.0,0.92,5232.0,0.12,41482.0,0.92,648.0,0.01,1.38,0.17,0.48,0.02,36.56,45.25,50.15,27.35,1505190.0,13.8,933789.0,8.6,445309.0,4.1,56700.0,2065400.0,,,,4894600.0,1242.78,,282.334,133.297,63.1528,9.9905,100.014,114.6,1.59,60075.0,9634.89,7487.5,32344.0,88803.0,1.98,22.4,38.7,38.9,36.42,2.06,1.27,46.12,35.0,29.5,35.5,2884290.0,4478300.0
Belgium,2011,BEL,1043300.0,1926000.0,1886700.0,,35011.0,4573.0,22709.0,602.0,7095.08,5613.4,832.44,658.6,2141.21,1825.5,93.03,73.6,0.62,0.1,0.94,0.01,12666.0,1964.0,19314.0,307.0,46044.0,1.02,5403.0,0.12,42341.0,0.94,636.0,0.01,1.49,0.18,0.48,0.02,36.35,45.62,48.27,27.51,1518560.0,13.8,926272.0,8.4,462419.0,4.2,59300.0,2077000.0,,,,4856000.0,1257.16,,332.141,146.821,85.5916,15.3095,117.518,114.3,1.67,62895.0,10327.8,8171.0,34251.0,94424.0,2.09,21.5,39.7,38.9,36.27,2.17,1.32,46.15,34.6,28.7,36.7,2907250.0,4500100.0
Belgium,2012,BEL,1025400.0,1921500.0,1946000.0,,38108.0,5818.0,22770.0,309.0,7622.51,6148.95,926.11,747.076,2160.06,1877.94,43.66,35.218,,0.13,0.94,0.01,,2586.0,19435.0,188.0,,,6448.0,0.14,42356.0,0.94,358.0,0.01,1.59,0.19,0.48,0.01,40.11,45.88,52.51,,1534450.0,13.8,924557.0,8.3,477712.0,4.3,54200.0,2146800.0,,,,4892900.0,1195.76,,328.421,108.198,74.4303,6.2499,96.74,107.8,,67005.0,10920.3,8809.19,,,,21.0,39.3,39.8,,2.28,1.2,47.57,35.3,28.4,36.3,2936720.0,4513300.0
Belgium,2013,BEL,1000300.0,1979900.0,1966900.0,,38497.0,5932.0,23156.0,314.0,7781.29,6356.84,948.9,775.192,2266.12,1990.76,41.82,34.164,0.63,0.13,0.95,0.01,13018.0,2649.0,19821.0,190.0,50493.0,1.11,6584.0,0.15,42981.0,0.95,365.0,0.01,1.62,0.2,0.51,0.01,40.23,46.12,52.05,25.78,1197010.0,10.7,835674.0,7.5,484057.0,4.3,49700.0,2110700.0,,,,4947100.0,1232.76,,331.211,106.638,69.1022,3.5,106.992,110.4,1.72,67899.0,11208.9,9156.95,35678.0,100423.0,2.22,20.2,40.0,39.8,35.53,2.33,1.1,46.71,35.5,27.2,37.2,,4518600.0
Belgium,2014,BEL,972400.0,1935500.0,2059000.0,,42391.0,6381.0,23733.0,290.0,8092.41,6675.97,1041.57,859.257,2230.29,1972.32,52.98,43.704,,0.13,1.02,0.01,,2796.0,21547.0,164.0,,,7051.0,0.16,46804.0,1.03,339.0,0.01,1.66,0.21,0.49,0.01,39.65,46.04,48.38,,1200070.0,10.7,843433.0,7.5,480306.0,4.3,51200.0,2154600.0,47.474,,,4966900.0,1220.85,,320.291,111.306,84.5026,0.25,90.4787,109.2,,72794.0,11577.7,9551.24,,,,19.6,39.0,41.5,,2.37,1.13,47.51,36.9,26.4,36.7,,4535100.0
Belgium,2015,BEL,925600.0,1988500.0,2059400.0,,44508.0,6470.0,26156.0,387.0,8464.42,7076.36,1111.69,929.384,2300.24,2056.86,66.5,55.596,0.79,0.14,1.01,0.01,16778.0,2912.0,21380.0,228.0,61023.0,1.34,7248.0,0.16,44858.0,0.99,447.0,0.01,1.7,0.22,0.5,0.01,40.18,47.66,51.01,27.49,1227180.0,10.9,839457.0,7.4,488286.0,4.3,54200.0,2162800.0,46.63,,,4973500.0,1209.74,,331.844,126.902,71.9402,3.7143,92.2193,107.7,1.95,77520.0,12102.9,10118.2,41298.0,113576.0,2.5,18.6,40.0,41.4,36.36,2.43,1.19,47.64,36.9,25.3,37.8,,4539900.0
Belgium,2016,BEL,894200.0,1983000.0,2099100.0,,47404.0,6653.0,25006.0,497.0,8752.45,7444.72,1229.5,1045.79,,2218.04,77.63,66.029,,0.14,,0.02,,2913.0,,326.0,,,7356.0,0.16,,,649.0,0.01,1.73,0.24,,0.02,39.6,,50.23,,,,,,,,49500.0,2204800.0,46.36,,,4976300.0,,,,,,,,,,79109.0,12759.0,10852.7,,,,18.0,39.8,42.2,,2.52,1.08,48.16,37.5,24.9,37.6,,4578100.0
Belgium,2017,BEL,836100.0,1904800.0,2250600.0,,50106.0,6946.0,,573.0,9632.0,8333.61,1287.75,1114.16,,,76.72,66.378,0.98,0.14,,0.02,20896.0,3028.0,,358.0,74287.0,1.6,7604.0,0.16,,,722.0,0.02,1.87,0.25,,0.01,39.82,,49.58,28.13,,,,,,,48600.0,2261000.0,46.53,85.218,73.307,4991500.0,,,,,,,,,2.17,82686.0,13717.0,11868.0,46417.0,129002.0,2.78,16.8,38.2,45.1,35.98,2.66,1.05,48.84,40.3,23.2,36.5,,4629000.0
Belgium,2018,BEL,,,,,54207.0,7866.0,,647.0,9776.9,8588.7,1386.23,1217.76,,,85.63,75.22,,,,,,,,,,,,,,,,,1.87,0.26,,0.02,,,,,,,,,,,60900.0,2286400.0,,,,,,,,,,,,,,88031.0,14011.0,12308.2,,,,,,,,2.68,1.28,48.19,40.6,21.8,37.6,,4744100.0
Belgium,2019,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68200.0,2309700.0,,,,,,,,,,,,,,,,,,,,,,,,,1.42,47.92,40.7,21.3,38.0,,4819500.0
Brazil,2000,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.372,,23.2778,21.8334,16.3691,1.0,17.0833,1.0,,,,,,,,,,,,,,,,,,,
Brazil,2001,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.162,,30.7929,13.8666,13.0,2.8572,25.7917,1.2,,,,,,,,,,,,,,,,,,,
Brazil,2002,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.546,,44.0944,21.6384,14.3333,2.0,21.1277,1.2,,,,,,,,,,,,,,,,,,,
Brazil,2003,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.101,,56.5857,18.1612,28.6667,2.4286,33.3923,1.7,,,,,,,,,,,,,,,,,,,
Brazil,2004,BRA,60203000.0,24301200.0,7129590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43031800.0,23.5,10194000.0,5.6,4833360.0,2.6,,,,,,91637900.0,321.46,,63.4833,22.2833,22.3333,3.0833,32.1968,1.8,,,,,,,,65.7,26.5,7.8,,,,,,,,58059200.0,
Brazil,2005,BRA,60537000.0,26417700.0,7619010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42720000.0,23.1,10011400.0,5.4,5197850.0,2.8,,,,,,94577600.0,338.536,,44.2988,26.2453,29.7952,3.625,34.1785,1.8,,,,,,,,64.0,27.9,8.1,,,,,,,,57929300.0,
Brazil,2006,BRA,59345500.0,28158800.0,8404360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42796600.0,22.9,9902260.0,5.3,5868660.0,3.1,,,,,,95913400.0,427.899,,57.7188,30.777,39.1333,7.0,47.8778,2.3,,,,,,,,61.9,29.4,8.8,,,,,,,,58567500.0,
Brazil,2007,BRA,58471100.0,29607100.0,8991260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42488600.0,22.5,9680060.0,5.1,6102790.0,3.2,,,,,,97069500.0,512.15,,64.423,34.5858,31.981,5.5,41.1072,2.7,,,,,,,,60.2,30.5,9.3,,,,,,,,58271400.0,
Brazil,2008,BRA,57633500.0,31504400.0,9949330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41772400.0,21.9,9861450.0,5.2,6308830.0,3.3,,,,,,99087300.0,531.367,,67.1653,35.6246,54.55,5.75,37.1484,2.8,,,,,,,,58.2,31.8,10.0,,,,,,,,57942700.0,
Brazil,2009,BRA,56727500.0,33271100.0,10829300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41638000.0,21.6,9644890.0,5.0,6541320.0,3.4,,,,,,100828000.0,534.666,,66.7382,42.4546,51.2418,6.0,51.2865,2.8,,,,,,,,56.3,33.0,10.7,,,,,,,,57824200.0,
Brazil,2010,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.477,,82.6977,43.9699,43.8645,3.3333,55.9733,2.9,,,,,,,,,,,,,,,,,,,
Brazil,2011,BRA,53469900.0,34877700.0,12092700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40441400.0,20.6,9498200.0,4.8,6732600.0,3.4,,,,,,100440000.0,661.002,,90.1457,50.0765,41.5332,15.75,65.5061,3.3,,,,,,,,53.2,34.7,12.0,,,,,,,,56672200.0,
Brazil,2012,BRA,52709200.0,35975400.0,12851800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39516000.0,19.9,9542930.0,4.8,6874530.0,3.5,,,,,,101536000.0,722.894,,119.347,48.9354,53.5,11.5,47.5486,3.6,,,,,,,,51.9,35.4,12.7,,,,,,,,55933500.0,
Brazil,2013,BRA,51910600.0,36881800.0,13724900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39367400.0,19.7,9523270.0,4.8,7266940.0,3.6,,,66.879,,,102517000.0,694.758,,98.668,51.604,55.4166,5.25,49.3288,3.5,,,,,,,,50.6,36.0,13.4,,,,,13.746,53.589,32.665,56157600.0,
Brazil,2014,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.828,,,,669.518,,121.618,41.0192,59.575,5.4524,37.0277,3.3,,,,,,,,,,,,,,,14.265,52.865,32.87,,
Brazil,2015,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98,,,,637.196,,141.309,54.134,52.4834,8.0,44.8245,,,,,,,,,,,,,,,,14.75,51.29,33.96,,
Bulgaria,2000,BGR,845700.0,1882200.0,700500.0,,,,,,82.71,29.756,265.65,95.565,34.68,13.719,0.63,0.225,0.09,0.48,0.09,0.0,1227.0,6488.0,1168.0,23.0,2273.0,0.08,11353.0,0.4,3166.0,0.11,61.0,0.0,0.11,0.34,0.05,0.0,57.15,36.89,37.7,53.98,971874.0,11.9,335816.0,4.1,261321.0,3.2,,,,,,3428400.0,22.9277,,2.5,1.4167,1.9,0.4,2.0,2.8,0.66,,387.12,139.265,8906.0,16853.0,0.59,24.7,54.9,20.4,52.85,0.5,,,18.2,32.5,49.3,1569010.0,
Bulgaria,2001,BGR,748100.0,1895700.0,797600.0,,,,,,74.33,28.377,243.46,92.947,40.46,16.987,0.6,0.228,0.08,0.48,0.1,0.0,1045.0,6281.0,1317.0,55.0,1972.0,0.07,10974.0,0.4,3616.0,0.13,109.0,0.0,0.09,0.3,0.06,0.0,57.24,36.42,50.46,52.99,940857.0,11.7,334538.0,4.2,247006.0,3.1,,,,,,3441400.0,26.6833,,6.5333,0.111,2.0333,0.3333,1.3333,3.3,0.66,,362.88,138.539,8698.0,16671.0,0.6,21.7,55.1,23.2,52.17,0.45,,,21.3,29.0,49.7,1522400.0,
Bulgaria,2002,BGR,744700.0,1890600.0,784400.0,,,,,,74.02,29.324,285.39,113.063,36.47,15.886,0.14,0.054,0.08,0.48,0.11,0.0,1003.0,6433.0,1515.0,15.0,1866.0,0.07,11039.0,0.39,3913.0,0.14,29.0,0.0,0.09,0.33,0.05,0.0,58.28,38.72,51.72,53.75,907298.0,11.6,338385.0,4.3,228394.0,2.9,,,,,,3419800.0,31.0512,,9.1971,,2.0,,3.6875,3.9,0.67,,399.65,158.327,8966.0,16847.0,0.6,21.8,55.3,22.9,53.22,0.46,,,21.2,28.4,50.5,1474080.0,
Bulgaria,2003,BGR,710100.0,1843600.0,780100.0,,,,,,85.25,34.54,299.38,121.3,37.57,16.74,1.09,0.44,0.09,0.47,0.12,0.0,1195.0,6323.0,1595.0,42.0,2398.0,0.08,10977.0,0.38,3920.0,0.14,105.0,0.0,0.09,0.33,0.05,0.0,57.6,40.69,40.0,49.83,882650.0,11.4,362099.0,4.7,230513.0,3.0,,,,,,3333800.0,26.6667,,9.6667,3.1667,2.1667,,4.1667,3.4,0.68,,427.01,173.01,9155.0,17400.0,0.61,21.3,55.3,23.4,52.61,0.47,,,21.3,28.8,49.9,1475260.0,
Bulgaria,2004,BGR,727900.0,1848800.0,799600.0,,,,,,107.46,46.0,303.7,130.0,38.24,18.0,2.34,1.0,0.08,0.46,0.13,0.0,1142.0,6404.0,1757.0,34.0,2544.0,0.09,11053.0,0.37,4338.0,0.15,90.0,0.0,0.11,0.32,0.04,0.0,57.94,40.5,37.78,44.89,845782.0,11.0,377034.0,4.9,228468.0,3.0,,,,,,3376300.0,22.2262,,2.8929,1.1429,1.0,,1.3333,2.9,0.67,,453.21,194.0,9337.0,18025.0,0.61,21.6,54.8,23.7,51.8,0.47,,,21.7,28.3,50.0,1451280.0,
Bulgaria,2005,BGR,664200.0,1853700.0,798400.0,,2062.0,10172.0,3367.0,252.0,98.28,44.804,305.0,139.041,43.53,21.825,5.42,2.472,0.08,0.45,0.14,0.01,1167.0,6290.0,1967.0,145.0,2305.0,0.08,10893.0,0.37,5030.0,0.17,410.0,0.01,0.1,0.3,0.05,0.01,57.74,39.11,35.37,50.63,810188.0,10.6,380374.0,5.0,237909.0,3.1,,,,,,3316300.0,27.8213,,6.2332,2.85,1.0,0.3333,2.85,3.6,0.69,15853.0,456.58,208.142,9569.0,18638.0,0.63,20.0,55.9,24.1,51.34,0.44,,,21.6,27.5,50.9,1428470.0,
Bulgaria,2006,BGR,599200.0,1990900.0,825500.0,,2463.0,10255.0,3464.0,139.0,124.11,60.401,312.14,151.912,42.37,22.675,4.21,2.048,0.08,0.44,0.14,0.0,1137.0,6342.0,1994.0,66.0,2960.0,0.1,10912.0,0.35,4976.0,0.16,146.0,0.0,0.11,0.28,0.04,0.0,58.12,40.07,45.21,38.41,779224.0,10.3,376063.0,4.9,243464.0,3.2,,,,,,3415700.0,33.9333,,10.55,0.5,1.0,,1.5,4.4,0.65,16321.0,487.05,237.036,9539.0,18994.0,0.61,17.5,58.3,24.2,50.22,0.44,,,21.9,24.5,53.6,1398750.0,
Bulgaria,2007,BGR,571800.0,2071400.0,849600.0,,2422.0,10124.0,4269.0,125.0,157.35,85.065,295.26,159.622,44.38,26.388,3.65,1.972,0.08,0.41,0.17,0.01,1206.0,6270.0,2550.0,102.0,3090.0,0.1,10691.0,0.33,5956.0,0.18,196.0,0.01,0.13,0.25,0.04,0.0,58.65,42.81,52.04,39.03,755370.0,10.0,367886.0,4.9,258692.0,3.4,,,,,,3492800.0,28.8749,,9.2666,1.125,,0.5333,1.125,3.8,0.67,16940.0,505.07,273.047,10128.0,19933.0,0.61,16.4,59.3,24.3,50.81,0.43,,,22.4,22.6,55.1,1381950.0,
Bulgaria,2008,BGR,586200.0,2097200.0,877000.0,,2851.0,9770.0,4511.0,87.0,172.97,101.112,325.07,190.029,48.68,31.294,5.85,3.42,0.09,0.38,0.17,0.0,1382.0,5928.0,2733.0,61.0,3397.0,0.1,10165.0,0.3,6415.0,0.19,120.0,0.0,0.14,0.26,0.04,0.0,58.32,42.6,50.83,40.68,735229.0,9.8,349816.0,4.7,264463.0,3.5,28800.0,913000.0,,,,3560400.0,27.7833,,5.0333,0.75,,0.3333,1.75,3.7,0.64,17219.0,557.42,325.855,10104.0,20097.0,0.6,16.5,58.9,24.6,50.28,0.45,0.86,27.22,22.8,22.5,54.8,1349510.0,3353800.0
Bulgaria,2009,BGR,556000.0,2051100.0,884600.0,,3335.0,9467.0,5367.0,61.0,177.84,108.174,327.92,199.464,75.76,50.676,4.51,2.746,0.11,0.38,0.24,0.0,1721.0,5831.0,3653.0,43.0,4007.0,0.12,9835.0,0.3,8031.0,0.25,98.0,0.0,0.15,0.27,0.07,0.0,59.29,45.49,43.88,42.95,714475.0,9.6,334230.0,4.5,274247.0,3.7,24100.0,911400.0,,,,3491600.0,26.9,,6.5,0.3333,1.7333,2.0,1.0,3.6,0.74,18230.0,593.59,361.06,11248.0,21971.0,0.68,15.9,58.7,25.3,51.19,0.49,0.74,28.04,23.0,22.1,54.9,1322950.0,3249900.0
Bulgaria,2010,BGR,503800.0,2039700.0,884100.0,,2778.0,9346.0,4362.0,88.0,344.76,212.107,255.4,157.132,73.26,49.546,4.6,2.827,0.1,0.4,0.25,0.0,1393.0,5710.0,3615.0,58.0,3316.0,0.11,9667.0,0.31,7710.0,0.25,130.0,0.0,0.29,0.21,0.07,0.0,59.07,46.89,44.62,42.01,707839.0,9.6,319911.0,4.3,287086.0,3.9,19900.0,889300.0,,,,3427600.0,29.2023,,7.3333,,1.0,,1.0,3.9,0.75,16574.0,685.29,421.612,10776.0,20823.0,0.68,14.7,59.5,25.8,51.75,0.57,0.65,28.94,23.3,20.9,55.8,1314840.0,3072800.0
Bulgaria,2011,BGR,461700.0,2005500.0,874200.0,,2439.0,9238.0,5216.0,93.0,350.86,228.691,236.18,153.942,61.38,43.996,4.51,2.937,0.09,0.4,0.28,0.0,1316.0,5546.0,3903.0,69.0,2970.0,0.1,9437.0,0.32,8258.0,0.28,145.0,0.0,0.28,0.19,0.05,0.0,58.77,47.26,47.59,44.31,706655.0,9.6,315785.0,4.3,285265.0,3.9,21600.0,870800.0,,,,3341400.0,45.5084,,8.8667,1.9583,1.0,,1.4583,6.2,0.77,16986.0,659.05,429.566,10834.0,20810.0,0.7,13.8,60.0,26.2,52.06,0.53,0.73,29.4,23.6,20.0,56.5,1307710.0,2962200.0
Bulgaria,2012,BGR,444200.0,2010600.0,889500.0,,3007.0,9273.0,4356.0,122.0,453.81,300.305,225.11,148.962,54.77,39.866,10.64,7.043,0.11,0.4,0.29,0.01,1531.0,5583.0,4011.0,86.0,3533.0,0.12,9582.0,0.33,8368.0,0.29,194.0,0.01,0.37,0.18,0.05,0.01,58.27,47.93,44.33,43.33,712836.0,9.8,296130.0,4.1,284995.0,3.9,23900.0,875700.0,,,,3344300.0,56.0442,,22.0334,0.2,2.7083,1.25,0.8,7.6,0.81,16758.0,749.8,496.176,11211.0,21677.0,0.74,13.3,60.1,26.6,51.72,0.6,0.82,29.88,24.0,19.0,57.0,1293960.0,2931000.0
